"","hhid","femalehead","enumerator","date","hh_type","grow_maize","hh_yes","recipient","consent","maizeeduc","maizeage","maizehh_no","maizedist_shop","maizearea_cultivation","maizebags_harv","maizepralready_plant","maizeprinfo_receiv","maizeprinfo_receiv_spouse","maizeprinput_use","maizeprwall","maizeprrooms","maizeprearn","maizevideo_shown","maizeoptimal_spacing","maizeq22","maizeq23","maizemobile","maizemobile_access","maizeq26","maizeq27","maizeivr","maizeinside_outside","maizedisturbed","maizeeduc_spouse","maizeage_spouse","vilID","subID","distID"
"2549","HH1269",0,3,"2017-08-22","Yes","Yes","Yes","female","Yes",4,29,5,1,2,8,"Yes","No","No","No",1,4,"Yes","female","c","c","b","Yes",NA,NA,"1","no","Outside","No",4,31,2,2,4
"2550","HH1526",0,12,"2017-08-22","Yes","Yes","No","couple","Yes",5,27,2,5,0.5,1,"Yes","No","No","Yes",3,1,"No","female","b","c","b","Yes",NA,NA,"1","no","Inside","No",4,22,2,2,4
"2551","HH1783",0,1,"2017-08-22","Yes","Yes","Yes","male","Yes",2,43,3,5,2,1,"Yes","No","No","No",3,1,"Yes","couple","a","c","a","Yes",NA,NA,"1","yes","Inside","No",1,30,2,2,4
"2552","HH2040",0,1,"2017-08-22","Yes","Yes","Yes","female","Yes",3,28,7,4,2,3,"Yes","No","No","No",3,1,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Inside","No",4,34,2,2,4
"2553","HH2297",0,1,"2017-08-22","Yes","Yes","Yes","couple","Yes",2,40,7,1,3,5,"Yes","No","No","No",3,1,"Yes","couple","c","c","b","Yes",NA,NA,"1","yes","Inside","No",2,38,2,2,4
"2554","HH241",0,3,"2017-08-22","Yes","Yes","Yes","male","Yes",4,26,3,1,0.5,1,"Yes","No","No","Yes",3,1,"No","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",3,20,2,2,4
"2555","HH2554",0,12,"2017-08-22","Yes","Yes","Yes","male","Yes",3,48,14,5,2,2,"Yes","No","No","No",3,1,"No","ctrl","b","c","b","Yes",NA,NA,"1","no","Inside","No",2,34,2,2,4
"2556","HH498",0,12,"2017-08-22","Yes","Yes","Yes","female","Yes",2,33,8,2,2,2,"Yes","No","No","Yes",1,2,"No","male","b","c","b","Yes",NA,NA,"1","yes","Inside","No",5,35,2,2,4
"2557","HH755",0,15,"2017-08-22","Yes","Yes","No","couple","Yes",4,26,6,10,1.25,6,"Yes","No","No","No",1,2,"No","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,24,2,2,4
"2558","FH38",1,3,"2017-08-22","Yes","Yes","No",NA,"Yes",1,62,4,1,0.5,2,"Yes","Yes","No","Yes",3,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",NA,NA,3,2,4
"2559","HH2643",0,3,"2017-08-22","Yes","Yes","Yes","male","Yes",2,32,6,1,1,0.600000023841858,"Yes","No","No","No",3,1,"Yes","male","c","c","b","Yes",NA,NA,"1","yes","Outside","No",2,30,3,2,4
"2560","HH2728",0,1,"2017-08-22","Yes","Yes","No","female","Yes",4,24,7,0,1,1.5,"Yes","Yes","Yes","98",1,1,"Yes","male","c","c","a","Yes",NA,NA,"1","yes","Inside","No",4,30,3,2,4
"2561","HH2813",0,3,"2017-08-22","Yes","Yes","Yes","couple","Yes",2,67,18,1,2,1,"Yes","No","No","No",3,2,"No","male","c","c","b","Yes",NA,NA,"1","yes","Outside","No",1,51,3,2,4
"2562","HH2898",0,3,"2017-08-22","Yes","Yes","No","male","Yes",1,47,11,1,2,8,"Yes","No","No","No",3,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,30,3,2,4
"2563","HH2983",0,15,"2017-08-22","Yes","Yes","Yes","female","Yes",1,34,10,2,1,0.100000001490116,"Yes","No","No","No",3,3,"No","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,70,3,2,4
"2564","HH3068",0,15,"2017-08-22","Yes","Yes","No","couple","Yes",4,36,7,6,1,1,"Yes","No","No","No",3,2,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,34,3,2,4
"2565","HH3153",0,12,"2017-08-22","Yes","Yes","No","male","Yes",3,38,6,5,3,5,"Yes","No","No","No",3,1,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Inside","Yes",5,26,3,2,4
"2566","HH3238",0,12,"2017-08-22","Yes","Yes","No","female","Yes",4,32,9,3,2,4,"Yes","No","No","Yes",1,1,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Inside","Yes",2,37,3,2,4
"2567","HH3323",0,15,"2017-08-22","Yes","Yes","No","couple","Yes",3,38,8,6,0.5,0.280000001192093,"Yes","No","No","No",3,2,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,35,3,2,4
"2568","FH36",1,11,"2017-08-22","Yes","Yes","No",NA,"Yes",2,45,6,30,1,3,"Yes","No","No","No",3,2,"No","male","a","c","b","No","Yes","Yes","1","no","Outside","No",NA,NA,4,2,4
"2569","HH2629",0,14,"2017-08-23","Yes","Yes","No","male","Yes",1,56,8,4,0.5,0.5,"Yes","No","No","No",3,2,"No","male","a","c","b","No","No",NA,NA,"yes","Outside","No",2,47,4,2,4
"2570","HH2714",0,14,"2017-08-23","Yes","Yes","Yes","female","Yes",3,36,9,3,3,1,"Yes","No","No","Yes",1,2,"Yes","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,38,4,2,4
"2571","HH2799",0,11,"2017-08-22","Yes","Yes","Yes","couple","Yes",4,33,6,3,2,1,"Yes","No","No","No",3,2,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,31,4,2,4
"2572","HH2884",0,14,"2017-08-23","Yes","Yes","Yes","male","Yes",1,51,10,4,1.5,0.5,"Yes","No","No","Yes",3,3,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",5,49,4,2,4
"2573","HH2969",0,14,"2017-08-23","Yes","Yes","No","female","Yes",4,34,5,2,0.5,1,"Yes","No","No","No",1,2,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,45,4,2,4
"2574","HH3054",0,14,"2017-08-22","Yes","Yes","No","couple","Yes",1,40,9,30,1,0.100000001490116,"Yes","No","No","Yes",3,2,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,38,4,2,4
"2575","HH3139",0,14,"2017-08-23","Yes","Yes","No","male","Yes",2,38,6,2,1,1,"Yes","No","No","No",3,1,"Yes","couple","a","c","b","No","No",NA,NA,"yes","Outside","No",2,34,4,2,4
"2576","HH3224",0,11,"2017-08-22","Yes","Yes","Yes","female","Yes",2,29,4,10,2,4,"Yes","No","No","No",1,2,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",6,35,4,2,4
"2577","HH3309",0,11,"2017-08-22","Yes","Yes","No","couple","Yes",1,40,5,40,2,0.699999988079071,"Yes","No","No","No",2,2,"Yes","couple","b","c","b","Yes",NA,NA,"1","yes","Outside","No",2,30,4,2,4
"2578","FH13",1,3,"2017-08-22","Yes","Yes","No",NA,"Yes",1,60,2,1,0.5,0.600000023841858,"Yes","No","No","No",3,1,"No","female","a","b","a","No","No",NA,NA,"yes","Inside","No",NA,NA,5,2,4
"2579","HH109",0,15,"2017-08-22","Yes","Yes","Yes","male","Yes",4,35,6,18,1,3,"Yes","No","No","Yes",1,3,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,999,5,2,4
"2580","HH1137",0,3,"2017-08-22","Yes","Yes","Yes","female","Yes",2,24,6,1,0.5,4,"Yes","No","No","98",3,1,"No","female","c","c","a","No","No",NA,NA,"yes","Inside","No",4,26,5,2,4
"2581","HH1394",0,3,"2017-08-22","Yes","Yes","No","couple","Yes",2,45,5,1,4,1.5,"Yes","No","No","No",1,2,"No","female","c","c","b","Yes",NA,NA,"1","yes","Inside","No",2,31,5,2,4
"2582","HH1651",0,3,"2017-08-22","Yes","Yes","Yes","male","Yes",3,45,5,1,2,2,"Yes","No","No","Yes",3,1,"No","couple","c","c","a","Yes",NA,NA,"1","yes","Inside","No",3,25,5,2,4
"2583","HH1908",0,3,"2017-08-22","Yes","Yes","No","female","Yes",2,39,7,1,2,3.5,"Yes","No","No","Yes",1,4,"Yes","couple","c","c","a","Yes",NA,NA,"1","yes","Outside","No",2,40,5,2,4
"2584","HH2165",0,3,"2017-08-22","Yes","Yes","No","couple","Yes",4,35,6,1,1.5,2,"Yes","No","No","Yes",1,2,"No","couple","c","c","b","Yes",NA,NA,"1","yes","Inside","No",2,26,5,2,4
"2585","HH2422",0,15,"2017-08-22","Yes","Yes","No","couple","Yes",2,46,4,0,2,2.5,"Yes","No","No","No",1,1,"Yes","ctrl","d","c","b","Yes",NA,NA,"1","no","Outside","No",2,39,5,2,4
"2586","HH366",0,3,"2017-08-22","Yes","Yes","No","female","Yes",2,31,8,1,2,4,"Yes","No","No","Yes",3,1,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,37,5,2,4
"2587","HH623",0,1,"2017-08-22","Yes","Yes","Yes","couple","Yes",6,26,4,4,1,0.5,"Yes","No","No","Yes",3,1,"No","male","a","c","a","Yes",NA,NA,"1","yes","Outside","Yes",3,17,5,2,4
"2588","HH880",0,3,"2017-08-22","Yes","Yes","No","male","Yes",2,52,8,1,2,3,"Yes","No","No","Yes",3,2,"No","female","a","c","b","Yes",NA,NA,"1","yes","Inside","No",2,45,5,2,4
"2589","FH8",1,15,"2017-08-22","Yes","Yes","No",NA,"Yes",1,999,2,12,2,1,"Yes","No","No","No",1,2,"No","male","b","c","b","No","No",NA,NA,"no","Outside","No",NA,NA,6,2,4
"2590","HH1082",0,12,"2017-08-22","Yes","Yes","No","female","Yes",2,35,4,8,1,2,"Yes","No","No","No",3,2,"No","female","a","c","b","No","No",NA,NA,"no","Outside","No",2,46,6,2,4
"2591","HH1339",0,1,"2017-08-22","Yes","Yes","Yes","couple","Yes",3,55,9,8,2,1,"Yes","No","No","Yes",1,1,"No","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,44,6,2,4
"2592","HH1596",0,1,"2017-08-22","Yes","Yes","Yes","male","Yes",2,74,6,5,1,1,"Yes","No","No","No",3,1,"No","couple","a","c","a","No","No",NA,NA,"no","Outside","No",1,67,6,2,4
"2593","HH1853",0,1,"2017-08-22","Yes","Yes","Yes","female","Yes",2,26,8,1,2,4,"Yes","No","No","No",3,1,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","Yes",3,35,6,2,4
"2594","HH2110",0,1,"2017-08-22","Yes","Yes","Yes","couple","Yes",2,41,4,8,1,2,"Yes","Yes","No","No",3,1,"Yes","couple","b","c","b","Yes",NA,NA,"1","yes","Outside","No",1,54,6,2,4
"2595","HH2367",0,12,"2017-08-22","Yes","Yes","No","female","Yes",1,57,8,6,1,1,"Yes","Yes","No","No",3,1,"No","ctrl","b","c","b","No","No",NA,NA,"no","Outside","No",1,90,6,2,4
"2596","HH311",0,1,"2017-08-22","Yes","Yes","Yes","female","Yes",3,24,5,8,2,5,"Yes","No","No","No",3,1,"No","male","b","c","b","No","Yes","Yes","1","yes","Outside","No",2,31,6,2,4
"2597","HH54",0,1,"2017-08-22","Yes","Yes","No","male","Yes",4,27,6,20,2,3,"Yes","No","No","Yes",3,1,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,32,6,2,4
"2598","HH568",0,1,"2017-08-22","Yes","Yes","Yes","couple","Yes",3,40,6,8,4,3,"Yes","No","No","Yes",1,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,22,6,2,4
"2599","HH825",0,1,"2017-08-22","Yes","Yes","Yes","male","Yes",1,75,2,4,2,2,"Yes","No","No","No",3,1,"No","female","b","c","b","No","No",NA,NA,"no","Outside","No",1,54,6,2,4
"2600","FH2146",1,15,"2017-08-22","Yes","Yes","No",NA,"Yes",2,55,5,10,1,1.5,"Yes","No","No","No",3,1,"Yes","female","a","c","b","No","No",NA,NA,"no","Outside","No",NA,NA,7,2,4
"2601","HH1000",0,12,"2017-08-22","Yes","Yes","Yes","male","Yes",2,44,10,5,3,2,"Yes","Yes","Yes","Yes",3,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Inside","No",2,44,7,2,4
"2602","HH1257",0,3,"2017-08-22","Yes","Yes","Yes","female","Yes",2,31,8,1,2,1,"Yes","No","Yes","Yes",1,2,"No","female","a","a","b","Yes",NA,NA,"1","no","Outside","No",4,40,7,2,4
"2603","HH1514",0,12,"2017-08-22","Yes","Yes","Yes","couple","Yes",1,35,10,5,1,2,"Yes","No","No","No",3,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Inside","No",2,19,7,2,4
"2604","HH1771",0,12,"2017-08-22","Yes","Yes","Yes","male","Yes",2,52,13,5,2,0.699999988079071,"Yes","No","No","No",3,1,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Inside","No",3,43,7,2,4
"2605","HH2028",0,3,"2017-08-22","Yes","Yes","No","female","Yes",4,22,3,1,1,1.5,"Yes","No","No","No",3,1,"No","couple","a","c","a","Yes",NA,NA,"1","no","Outside","No",4,23,7,2,4
"2606","HH2285",0,15,"2017-08-22","Yes","Yes","Yes","couple","Yes",4,45,11,10,3,0,"Yes","Yes","Yes","Yes",3,5,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,37,7,2,4
"2607","HH229",0,15,"2017-08-22","Yes","Yes","Yes","male","Yes",2,32,7,3,1.5,1,"Yes","No","No","No",3,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,32,7,2,4
"2608","HH2542",0,1,"2017-08-22","Yes","Yes","Yes","female","Yes",2,29,6,1,6,20,"No","Yes","Yes","Yes",3,1,"Yes","ctrl","c","c","a","Yes",NA,NA,"2","no","Inside","No",6,40,7,2,4
"2609","HH486",0,12,"2017-08-22","Yes","Yes","No","female","Yes",2,23,6,6,1,1,"Yes","No","No","No",3,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Inside","No",4,36,7,2,4
"2610","HH743",0,12,"2017-08-22","Yes","Yes","No","couple","Yes",2,51,8,5,2,2,"Yes","No","No","No",3,1,"No","male","a","c","b","No","No",NA,NA,"no","Inside","No",2,50,7,2,4
"2611","FH2156",1,15,"2017-08-22","Yes","Yes","Yes",NA,"Yes",2,54,9,3,3,3.5,"Yes","No","No","No",1,4,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",NA,NA,8,2,4
"2612","HH1003",0,15,"2017-08-22","Yes","Yes","No","male","Yes",2,58,8,10,1.5,1,"Yes","No","No","No",3,2,"No","female","a","c","b","No","No",NA,NA,"yes","Outside","No",1,38,8,2,4
"2613","HH1260",0,12,"2017-08-22","Yes","Yes","Yes","female","Yes",4,31,8,3,1,2,"Yes","No","No","98",3,1,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Inside","Yes",4,37,8,2,4
"2614","HH1517",0,1,"2017-08-22","Yes","Yes","No","couple","Yes",2,59,9,2,3,7,"Yes","No","No","No",1,2,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Inside","No",1,40,8,2,4
"2615","HH1774",0,1,"2017-08-22","Yes","Yes","Yes","male","Yes",2,62,6,2,1,1,"Yes","No","No","Yes",1,2,"No","couple","a","c","b","No","No",NA,NA,"no","Inside","No",2,45,8,2,4
"2616","HH2031",0,15,"2017-08-22","Yes","Yes","No","female","Yes",2,39,8,10,1,0.5,"Yes","No","No","No",3,1,"No","couple","a","c","b","No","No",NA,NA,"yes","Outside","No",2,36,8,2,4
"2617","HH2288",0,1,"2017-08-22","Yes","Yes","No","couple","Yes",4,27,4,4,1,2,"Yes","No","No","Yes",3,1,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Inside","No",3,25,8,2,4
"2618","HH232",0,3,"2017-08-22","Yes","Yes","No","male","Yes",1,74,6,1,1,2,"Yes","No","No","No",3,1,"No","male","c","c","b","No","No",NA,NA,"no","Outside","No",1,56,8,2,4
"2619","HH2545",0,15,"2017-08-22","Yes","Yes","Yes","couple","Yes",3,32,6,0,1.5,0.5,"Yes","No","No","No",3,2,"Yes","ctrl","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,27,8,2,4
"2620","HH489",0,3,"2017-08-22","Yes","Yes","No","female","Yes",1,50,12,1,2,2.5,"Yes","No","No","No",3,1,"Yes","male","c","c","a","Yes",NA,NA,"1","yes","Outside","No",1,60,8,2,4
"2621","HH746",0,1,"2017-08-22","Yes","Yes","No","couple","Yes",4,55,8,2,2,3,"No","No","No","No",1,2,"No","male","a","c","b","Yes",NA,NA,"1","no","Inside","No",1,45,8,2,4
"2622","FH23",1,13,"2017-08-22","Yes","Yes","No",NA,"Yes",4,28,5,8,1,0.800000011920929,"Yes","No","No","No",1,4,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",NA,NA,9,2,4
"2623","HH1001",0,13,"2017-08-22","Yes","Yes","No","male","Yes",2,65,6,6,2,1,"Yes","No","No","No",3,2,"No","female","c","c","b","Yes",NA,NA,"1","yes","Outside","No",1,40,9,2,4
"2624","HH1258",0,2,"2017-08-22","Yes","Yes","No","female","Yes",1,49,3,4,1,0,"Yes","No","No","No",3,1,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,58,9,2,4
"2625","HH1515",0,13,"2017-08-22","Yes","Yes","Yes","couple","Yes",1,59,5,10,1,0.5,"Yes","No","No","No",3,1,"No","female","a","c","b","No","No",NA,NA,"yes","Outside","No",1,38,9,2,4
"2626","HH1772",0,10,"2017-08-22","Yes","Yes","Yes","male","Yes",2,27,2,4,1,5,"Yes","No","No","Yes",3,1,"Yes","couple","a","c","b","No","No",NA,NA,"yes","Outside","No",2,18,9,2,4
"2627","HH2029",0,2,"2017-08-22","Yes","Yes","No","female","Yes",3,20,5,6,1,1,"Yes","No","No","Yes",3,3,"No","couple","a","c","a","No","Yes","Yes","1","yes","Outside","No",3,22,9,2,4
"2628","HH2286",0,10,"2017-08-22","Yes","Yes","Yes","couple","Yes",2,28,4,15,1.5,2,"Yes","No","No","No",3,1,"Yes","couple","a","b","b","Yes",NA,NA,"1","yes","Outside","No",2,21,9,2,4
"2629","HH230",0,10,"2017-08-22","Yes","Yes","No","male","Yes",2,35,7,4,0.5,0.850000023841858,"Yes","No","No","No",3,2,"No","male","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,28,9,2,4
"2630","HH2543",0,10,"2017-08-22","Yes","Yes","Yes","couple","Yes",2,50,11,3,1.5,2.5,"Yes","No","No","No",3,2,"No","ctrl","a","c","b","No","No",NA,NA,"no","Outside","No",1,33,9,2,4
"2631","HH487",0,2,"2017-08-22","Yes","Yes","Yes","female","Yes",1,34,6,5,1,0,"Yes","No","No","No",3,1,"No","male","a","c","b","No","No",NA,NA,"no","Outside","No",1,42,9,2,4
"2632","HH744",0,2,"2017-08-22","Yes","Yes","Yes","couple","Yes",1,23,4,6,1,3,"Yes","No","No","No",3,1,"Yes","male","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,20,9,2,4
"2633","FH28",1,13,NA,"Yes","Yes","No",NA,"Yes",3,32,7,6,0.5,0.5,"Yes","No","Yes","No",3,1,"No","male","b","c","b","Yes",NA,NA,"1","no","Outside","No",NA,NA,10,2,4
"2634","HH2579",0,14,"2017-08-23","Yes","Yes","Yes","male","Yes",2,28,4,12,1,2,"Yes","No","No","No",3,1,"Yes","male","a","c","a","Yes",NA,NA,"1","yes","Outside","No",3,17,10,2,4
"2635","HH2664",0,11,"2017-08-23","Yes","Yes","Yes","female","Yes",1,36,8,20,1,1.5,"Yes","No","No","No",3,2,"Yes","male","b","c","b","Yes",NA,NA,"1","yes","Outside","No",2,40,10,2,4
"2636","HH2749",0,14,"2017-08-23","Yes","Yes","Yes","couple","Yes",2,45,10,34,2,2,"Yes","No","No","Yes",3,3,"Yes","male","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,41,10,2,4
"2637","HH2834",0,2,"2017-08-23","Yes","Yes","Yes","male","Yes",2,82,20,4,1,2,"Yes","No","Yes","Yes",1,6,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Inside","No",2,54,10,2,4
"2638","HH2919",0,10,"2017-08-23","Yes","Yes","No","female","Yes",2,32,8,4,2.5,2,"Yes","No","No","No",3,2,"Yes","female","a","a","b","Yes",NA,NA,"1","yes","Outside","No",2,40,10,2,4
"2639","HH3004",0,13,"2017-08-23","Yes","Yes","Yes","couple","Yes",2,31,8,6,1,1.5,"Yes","No","No","No",3,2,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,25,10,2,4
"2640","HH3089",0,2,"2017-08-23","Yes","Yes","No","male","Yes",2,49,9,3,2,0.400000005960464,"Yes","No","Yes","Yes",3,3,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,32,10,2,4
"2641","HH3174",0,11,"2017-08-23","Yes","Yes","Yes","female","Yes",2,45,10,20,2,3,"No","No","No","No",3,3,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",4,999,10,2,4
"2642","HH3259",0,10,"2017-08-23","Yes","Yes","Yes","couple","Yes",2,45,12,12,1,1,"Yes","No","No","No",3,5,"Yes","couple","a","c","b","No","No",NA,NA,"yes","Outside","No",1,41,10,2,4
"2643","FH32",1,15,"2017-08-23","Yes","Yes","No",NA,"Yes",2,43,9,4,2,0.5,"Yes","No","No","No",1,2,"Yes","female","a","c","b","No","No",NA,NA,"yes","Outside","No",NA,NA,1,3,4
"2644","HH2604",0,12,"2017-08-23","Yes","Yes","No","male","Yes",3,34,6,4,2,7,"Yes","No","No","Yes",3,1,"No","male","a","c","b","Yes",NA,NA,"1","no","Inside","No",3,28,1,3,4
"2645","HH2689",0,15,"2017-08-23","Yes","Yes","Yes","female","Yes",3,38,7,3,2,3,"Yes","No","No","No",3,2,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,51,1,3,4
"2646","HH2774",0,17,"2017-08-23","Yes","Yes","No","couple","Yes",1,32,7,6,1,1,"Yes","No","No","No",1,1,"No","male","c","c","b","Yes",NA,NA,"1","yes","Outside","No",1,40,1,3,4
"2647","HH2859",0,15,"2017-08-23","Yes","Yes","Yes","male","Yes",2,35,7,3,1,2,"Yes","No","No","No",3,2,"No","female","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,27,1,3,4
"2648","HH2944",0,12,"2017-08-23","Yes","Yes","Yes","female","Yes",1,34,5,4,1,5,"Yes","No","No","No",3,1,"No","female","b","c","b","Yes",NA,NA,"2","no","Outside","No",2,999,1,3,4
"2649","HH3029",0,12,"2017-08-23","Yes","Yes","No","couple","Yes",2,28,7,4,2,4,"Yes","No","No","No",3,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,26,1,3,4
"2650","HH3114",0,17,"2017-08-23","Yes","Yes","No","male","Yes",1,34,7,5,0.5,2,"No","No","No","No",3,1,"No","couple","c","c","b","Yes",NA,NA,"1","no","Outside","No",1,32,1,3,4
"2651","HH3199",0,15,"2017-08-23","Yes","Yes","Yes","female","Yes",2,45,4,3,2,4,"No","No","No","Yes",3,1,"Yes","couple","a","c","b","No","No",NA,NA,"yes","Outside","No",2,60,1,3,4
"2652","HH3284",0,12,"2017-08-23","Yes","Yes","Yes","couple","Yes",2,31,10,4,6,30,"Yes","No","No","No",3,1,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,28,1,3,4
"2653","FH17",1,15,"2017-08-23","Yes","Yes","No",NA,"Yes",4,51,3,2,0.5,1,"Yes","No","No","No",3,1,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",NA,NA,2,3,4
"2654","HH1215",0,15,"2017-08-23","Yes","Yes","No","female","Yes",3,22,5,2,1,4,"Yes","No","No","Yes",3,3,"Yes","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",4,28,2,3,4
"2655","HH1472",0,12,"2017-08-23","Yes","Yes","No","couple","Yes",4,46,6,3,2,5,"Yes","No","No","No",3,1,"Yes","female","a","c","a","Yes",NA,NA,"1","no","Outside","No",2,28,2,3,4
"2656","HH1729",0,12,"2017-08-23","Yes","Yes","No","male","Yes",2,38,6,3,2,5,"Yes","No","No","Yes",3,1,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,25,2,3,4
"2657","HH187",0,1,"2017-08-23","Yes","Yes","No","male","Yes",3,58,4,20,2,5,"Yes","No","No","No",3,1,"No","male","a","c","a","Yes",NA,NA,"1","yes","Outside","No",3,28,2,3,4
"2658","HH1986",0,1,"2017-08-23","Yes","Yes","Yes","female","Yes",2,48,6,20,1.5,3,"Yes","No","No","No",3,1,"Yes","couple","b","c","b","No","Yes","Yes","1","yes","Outside","No",4,49,2,3,4
"2659","HH2243",0,1,"2017-08-23","Yes","Yes","No","couple","Yes",4,29,3,20,1,2,"Yes","No","No","Yes",3,1,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,22,2,3,4
"2660","HH2500",0,1,"2017-08-23","Yes","Yes","No","male","Yes",4,35,6,2,1,2,"Yes","No","No","No",3,1,"Yes","ctrl","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,29,2,3,4
"2661","HH444",0,15,"2017-08-23","Yes","Yes","No","female","Yes",2,28,5,2,0.25,2,"Yes","No","No","No",3,1,"No","male","a","c","b","No","No",NA,NA,"yes","Outside","No",4,32,2,3,4
"2662","HH701",0,12,"2017-08-23","Yes","Yes","Yes","couple","Yes",5,34,5,3,2,7,"Yes","Yes","No","No",1,1,"Yes","male","b","c","b","Yes",NA,NA,"1","yes","Outside","No",3,24,2,3,4
"2663","HH958",0,1,"2017-08-23","Yes","Yes","Yes","male","Yes",2,53,8,1,2,1.5,"Yes","No","No","No",3,1,"Yes","female","a","c","a","Yes",NA,NA,"2","no","Outside","No",2,51,2,3,4
"2664","FH6",1,13,"2017-08-23","Yes","Yes","No",NA,"Yes",2,44,3,4,1,10,"Yes","No","No","No",1,2,"No","male","c","a","b","Yes",NA,NA,"1","yes","Outside","No",NA,NA,3,3,4
"2665","HH1065",0,2,"2017-08-23","Yes","Yes","Yes","female","Yes",1,24,6,6,1,6,"No","No","No","Yes",3,2,"No","female","b","c","b","No","Yes","Yes","1","no","Outside","No",1,29,3,3,4
"2666","HH1579",0,14,"2017-08-23","Yes","Yes","Yes","male","Yes",2,35,7,6,0.5,1.5,"Yes","No","No","No",2,2,"Yes","couple","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,30,3,3,4
"2667","HH1836",0,10,"2017-08-23","Yes","Yes","No","female","Yes",4,57,8,11,1,2,"No","No","No","No",2,6,"No","couple","b","c","b","Yes",NA,NA,"1","no","Outside","No",1,53,3,3,4
"2668","HH1836",0,2,"2017-08-23","Yes","Yes","No","female","Yes",3,23,4,4,1,4,"Yes","No","Yes","No",3,2,"Yes","couple","a","c","b","No","Yes","Yes","1","no","Outside","No",4,27,3,3,4
"2669","HH2093",0,2,"2017-08-23","Yes","Yes","Yes","couple","Yes",1,30,6,5,3,10,"Yes","No","No","Yes",3,1,"Yes","couple","a","b","b","No","No",NA,NA,"yes","Outside","No",1,27,3,3,4
"2670","HH2350",0,14,"2017-08-23","Yes","Yes","Yes","couple","Yes",2,25,8,6,1,2,"Yes","No","No","No",3,2,"No","ctrl","b","c","b","Yes",NA,NA,"1","no","Outside","No",3,23,3,3,4
"2671","HH294",0,14,"2017-08-23","Yes","Yes","No","female","Yes",3,37,13,4,2,7,"Yes","No","No","Yes",2,3,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,50,3,3,4
